Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
5,224.8,0,0,30,974.9,0.00625,0.014063,25.111509,0,Nov,2,2,4,4,Returning_Visitor,FALSE,FALSE
6,107,1,10.5,5,39.5,0,0.0125,0,0,May,2,2,1,5,New_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,2,3,Returning_Visitor,FALSE,FALSE
1,46.4,0,0,13,118.266667,0,0.014286,0,0,Jul,1,2,1,4,Returning_Visitor,TRUE,FALSE
6,595.1,3,1439,19,1119.716667,0,0.016667,0,0,May,1,1,8,2,Returning_Visitor,FALSE,FALSE
3,37.3,4,166,67,3872.50942,0.039496,0.04475,2.34142,0,May,3,2,3,2,Returning_Visitor,TRUE,FALSE
1,0,4,154.833333,224,5209.958128,0.008312,0.021845,0,0,Nov,1,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,1332.833333,0.014286,0.005714,0,0,Mar,2,5,4,2,Returning_Visitor,TRUE,FALSE
5,209.625,2,118.75,21,398,0.006897,0.021839,0,0,Dec,2,2,4,2,New_Visitor,FALSE,FALSE
0,0,0,0,15,259.666667,0,0.026667,0,0,May,1,1,2,2,Returning_Visitor,TRUE,FALSE
13,297.75,3,352.5,41,2422.375,0,0.016038,72.43846,0,Dec,2,2,1,8,Returning_Visitor,FALSE,TRUE
0,0,0,0,10,122.8,0.11,0.133333,0,0,Jul,3,2,3,13,Returning_Visitor,FALSE,FALSE
2,33.4,0,0,35,1795.925,0,0.01,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,FALSE
5,494.166667,0,0,8,204,0,0.030769,0,0,Mar,2,4,4,1,Returning_Visitor,FALSE,FALSE
3,57,0,0,42,3556.516667,0,0.009683,26.983623,0,Dec,2,4,3,1,Returning_Visitor,FALSE,FALSE
6,76.333333,0,0,7,78.833333,0.004444,0.010667,0,0,Mar,2,2,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,1413.768571,0.025,0.038472,0,0,June,1,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,16,973.5,0.025,0.045833,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
5,68.8,0,0,33,781.516667,0.005556,0.008333,22.536937,0,Jul,2,2,6,2,New_Visitor,TRUE,FALSE
0,0,0,0,17,806.666667,0,0.027059,0,0,Mar,2,2,2,3,Returning_Visitor,FALSE,FALSE
6,101.625,0,0,140,7097.582291,0.003448,0.009952,21.888568,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
1,19,0,0,4,296.916667,0.04,0.04,0,0,Dec,3,2,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,445.583333,0.004,0.024,0,0,Dec,2,10,1,1,Returning_Visitor,FALSE,FALSE
0,0,3,60.5,74,3105.365207,0.015789,0.022262,0,0,Nov,1,2,5,2,Returning_Visitor,FALSE,FALSE
2,1223,4,416,21,2755.67094,0.004545,0.027576,0,0,Mar,3,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,0,0.2,0.2,0,0,Nov,2,10,2,10,Returning_Visitor,FALSE,FALSE
4,226,0,0,81,4836.486905,0.002381,0.010714,5.3123,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,17,391.866667,0,0.029412,0,1,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
6,94.1,0,0,92,4212.141886,0.008333,0.021875,6.664928,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
3,11.6,0,0,25,510.38,0.007692,0.023077,0,0,Oct,2,2,2,1,Returning_Visitor,FALSE,FALSE
1,43.5,0,0,79,2006.834416,0.002532,0.006439,0,0,Nov,3,3,1,3,Returning_Visitor,TRUE,FALSE
3,284,0,0,33,2270.75,0,0.01084,0,0,Dec,2,2,7,2,Returning_Visitor,FALSE,FALSE
9,137.322222,1,418.5,41,1933.244444,0.006079,0.021222,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,1658.125,0,0.014792,19.605515,0,Nov,2,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,5,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,63,0.028571,0.057143,0,0.6,May,2,2,4,13,New_Visitor,FALSE,FALSE
6,27,1,0,141,6481.483333,0,0.019984,1.257439,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,0,0,0,61,1934.225758,0.009677,0.016625,0,0,Nov,2,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,1789.39881,0,0.029048,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
11,1305.114737,4,629.514286,27,1161.479023,0.009804,0.022538,12.764902,0,Oct,1,2,3,20,Returning_Visitor,FALSE,TRUE
3,106.75,0,0,5,137.333333,0,0.005,0,0,Mar,3,2,1,2,New_Visitor,TRUE,FALSE
4,84,0,0,35,1059,0,0.005882,0,0,Mar,2,2,3,2,New_Visitor,FALSE,FALSE
1,33.5,0,0,34,1181.85119,0,0.035156,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,23,760.25,0,0.009091,0,0,Mar,2,2,7,2,New_Visitor,FALSE,FALSE
5,230.25,2,135,27,517.392857,0,0.011458,30.269375,0,May,2,2,4,2,New_Visitor,TRUE,TRUE
2,66.266667,1,348.6,6,233.166667,0.044444,0.046667,11.122051,0,Oct,3,2,3,7,Returning_Visitor,FALSE,FALSE
10,172.327778,0,0,20,902.97381,0,0.009877,0,0,Sep,4,2,4,4,Returning_Visitor,FALSE,FALSE
8,131,0,0,32,5330.633333,0.008108,0.051351,0,0,Aug,2,2,2,1,Returning_Visitor,TRUE,FALSE
5,147.75,0,0,44,670.3,0.012766,0.023404,0,0,May,2,2,4,3,Returning_Visitor,FALSE,FALSE
7,146.25,0,0,42,1030.266667,0,0.008696,0,0,Mar,2,2,1,2,New_Visitor,FALSE,FALSE
0,0,0,0,2,54,0,0.033333,0,0,Nov,1,1,5,10,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
2,47.4,0,0,14,478.6,0.04375,0.079167,0,0,Jul,4,1,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,13,214.25,0.091667,0.097778,0,0.8,May,3,2,3,13,Returning_Visitor,FALSE,FALSE
4,45.75,0,0,18,1273.083333,0,0.031818,6.750968,0,Dec,1,1,1,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,3,144.5,0,0.1,0,0,Nov,3,2,2,2,New_Visitor,FALSE,FALSE
0,0,0,0,4,251,0.05,0.1,0,0,Nov,2,2,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,3,1,Other,TRUE,FALSE
0,0,0,0,45,2347.333333,0.004545,0.015909,0,0,Nov,2,4,1,1,Returning_Visitor,FALSE,FALSE
13,340.591667,0,0,43,863.346825,0,0.006731,40.010284,0,Nov,2,2,4,1,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,270.75,0,0.057143,0,0,Dec,1,1,4,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,14,1789.39881,0,0.029048,0,0,Mar,1,1,2,2,Returning_Visitor,FALSE,FALSE
9,509.833333,2,23,27,1438.854167,0.020952,0.043333,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
4,104.5,4,261.833333,13,214.692208,0.033333,0.02876,0,0,May,3,2,1,2,Returning_Visitor,TRUE,FALSE
4,41,0,0,50,2428.35,0.020513,0.041868,9.442927,0,Nov,2,5,3,3,Returning_Visitor,TRUE,FALSE
17,323.363636,0,0,45,1534.825143,0.002679,0.0207,7.180348,0,Nov,1,1,3,10,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,387.884615,0.025,0.038095,0,0,Mar,2,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Aug,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,109.8,0.12,0.16,0,0,Aug,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,2,407.5,14,1043.15,0.05,0.08125,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
6,94.1,0,0,92,4212.141886,0.008333,0.021875,6.664928,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,27,630.75,0.016,0.02,0,0,Nov,2,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,52,2086.242857,0.015385,0.020353,0,0,Feb,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,129,0,0.1,0,0,May,2,2,1,1,Returning_Visitor,TRUE,FALSE
1,33.5,0,0,34,1181.85119,0,0.035156,0,0,Nov,1,1,1,2,Returning_Visitor,FALSE,TRUE
1,0,0,0,77,4350.647321,0.012727,0.023843,14.385468,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,40.25,0,0,19,501.766667,0,0.010526,0,0,May,2,2,1,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,117,0.15,0.175,0,0.6,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
2,48.5,0,0,53,2438.075,0.005357,0.017262,29.044766,0,Nov,2,2,1,6,Returning_Visitor,TRUE,TRUE
0,0,1,36.333333,38,1663.683333,0.005405,0.022973,0,0,Mar,2,2,4,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,4,3,3,Returning_Visitor,FALSE,FALSE
1,0,0,0,77,4350.647321,0.012727,0.023843,14.385468,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,46,2158.5,0.019565,0.032246,0,0,Nov,1,2,7,2,Returning_Visitor,FALSE,FALSE
3,52,0,0,60,3451.751515,0.006667,0.011566,0,0,Mar,3,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,10,72,0.08,0.11,0,0.6,May,3,2,1,6,Returning_Visitor,FALSE,FALSE
17,856.833333,0,0,78,4716.572619,0.011494,0.026156,0,0,Dec,3,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,35,0.066667,0.1,0,0.6,May,1,1,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,791.916667,0.0125,0.025521,0,0,Nov,3,2,4,2,Returning_Visitor,FALSE,FALSE
1,18.2,0,0,22,624.76,0.009091,0.015909,0,0,Oct,2,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,50,0,0.075,0,0,May,2,2,8,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,118.25,0,0.016667,0,0,Dec,3,2,3,2,New_Visitor,FALSE,FALSE
0,0,4,37,69,4112.394444,0.007123,0.022355,0,0,Dec,3,2,3,2,Returning_Visitor,FALSE,FALSE
2,37.5,0,0,12,375,0,0.039583,43.99,0,May,2,2,3,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,19,806.833333,0,0.010526,28.034526,0.2,May,2,2,2,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,2,17,0,0.1,0,0,Dec,8,2,7,2,Returning_Visitor,FALSE,FALSE
3,16,0,0,24,1004.383333,0,0.023077,0,0,June,2,2,4,13,Returning_Visitor,FALSE,FALSE
4,40.2,1,16.133333,9,229.883333,0,0.014286,0,0,Oct,2,2,6,2,New_Visitor,FALSE,FALSE
4,75,0,0,16,252,0,0.004444,0,0,May,2,2,4,4,New_Visitor,TRUE,FALSE
6,101.625,0,0,140,7097.582291,0.003448,0.009952,21.888568,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
2,12,0,0,85,3887.222321,0.000595,0.018506,0,0,Dec,3,2,7,3,Returning_Visitor,FALSE,FALSE
0,0,1,844,6,1108,0.066667,0.066667,0,0,Mar,2,2,4,2,Returning_Visitor,FALSE,FALSE
2,11,0,0,36,474.306667,0,0.015714,47.659074,0,June,4,1,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,59.2,0,0.05,0,0,Aug,2,4,9,4,Returning_Visitor,FALSE,FALSE
6,101.625,0,0,140,7097.582291,0.003448,0.009952,21.888568,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
1,114,1,173,36,2542.333333,0.042593,0.059815,33.440556,0,May,2,2,7,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
1,56.5,0,0,19,1089.75,0,0.003509,24.872085,0,Dec,2,2,7,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,723,0,0.028571,32.906118,0,Dec,2,2,4,1,Returning_Visitor,TRUE,TRUE
3,39,0,0,2,4,0,0.04,0,0,Mar,2,5,1,1,Returning_Visitor,FALSE,FALSE
6,465.833333,2,71,26,1558,0.006667,0.013333,7.169617,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,14,115.666667,0.057143,0.07619,0,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
9,137.322222,1,418.5,41,1933.244444,0.006079,0.021222,0,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
16,237.35,0,0,46,1143.833333,0.009804,0.014488,0,0,Nov,3,2,4,1,Returning_Visitor,TRUE,FALSE
8,245.083333,1,194,93,3646.966667,0.005155,0.022696,4.62947,0,May,3,2,1,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,25,981,0.024,0.048,15.3956,0,May,2,4,3,1,Returning_Visitor,FALSE,TRUE
0,0,1,6,39,720.15,0.005128,0.017949,0,0,Nov,2,4,7,2,Returning_Visitor,FALSE,FALSE
5,262.5,0,0,45,1456.27381,0,0.018707,13.530684,0,May,2,2,7,4,Returning_Visitor,FALSE,TRUE
3,16,0,0,24,1004.383333,0,0.023077,0,0,June,2,2,4,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,419.6,0.038095,0.068254,0,0,Aug,3,2,3,3,Returning_Visitor,TRUE,FALSE
1,81,0,0,12,131.5,0,0.003077,0,1,May,3,2,1,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,6,139.75,0.033333,0.066667,0,0,Nov,2,2,3,2,New_Visitor,FALSE,FALSE
0,0,0,0,21,1128.583333,0,0.013043,3.685401,0,Dec,2,2,1,2,Returning_Visitor,FALSE,FALSE
8,246.5,0,0,74,2326.666667,0,0.002597,5.015273,0,May,2,4,3,2,New_Visitor,FALSE,FALSE
2,23,0,0,12,284.5,0,0.014286,0,0,Dec,2,2,3,2,Returning_Visitor,FALSE,FALSE
3,145,0,0,53,1783.791667,0.007143,0.029031,12.241717,0,Dec,4,6,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,11,272,0,0.016667,0,0.8,May,2,2,4,4,Returning_Visitor,FALSE,FALSE
4,246.8,0,0,13,175.766667,0.04,0.053333,0,0,Sep,3,2,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,264.083333,0,0.02,0,0,Nov,2,2,2,1,Returning_Visitor,FALSE,FALSE
7,235.75,4,66.5,37,729.791667,0.004545,0.018182,60.422985,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
3,289,0,0,5,708.25,0,0.025,0,0,Nov,3,3,1,10,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,99.75,0,0.028571,0,0,Dec,8,2,1,2,New_Visitor,TRUE,FALSE
0,0,2,407.5,14,1043.15,0.05,0.08125,0,0,Nov,1,1,1,2,Returning_Visitor,TRUE,FALSE
6,595.1,3,1439,19,1119.716667,0,0.016667,0,0,May,1,1,8,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,9,71.75,0,0.055556,0,1,May,2,4,2,3,Returning_Visitor,TRUE,FALSE
0,0,0,0,57,980.833333,0.007143,0.044643,0,0.8,May,2,2,3,11,Returning_Visitor,FALSE,FALSE
2,98,0,0,15,947,0.00625,0.006667,0,0,Dec,2,2,3,2,Returning_Visitor,TRUE,FALSE
2,56.2,0,0,102,5978.180357,0.004692,0.020329,15.250338,0.6,May,2,2,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Mar,1,1,1,9,Returning_Visitor,TRUE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,8,3,Returning_Visitor,FALSE,FALSE
2,57,0,0,15,772.916667,0.017647,0.045098,0,0,Nov,3,2,3,13,Returning_Visitor,FALSE,FALSE
5,74.4,0,0,140,2810.797158,0.00191,0.016226,0,0,Sep,2,2,3,4,Returning_Visitor,TRUE,FALSE
0,0,0,0,2,17,0,0.1,0,0,May,2,2,2,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,4,100.166667,0,0.05,0,0,May,1,8,1,11,Returning_Visitor,FALSE,FALSE
0,0,0,0,13,136,0.142857,0.154762,0,0.8,May,3,2,7,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Nov,2,2,1,20,Returning_Visitor,TRUE,FALSE
0,0,1,56,8,497.333333,0.03,0.06,0,0.4,May,3,2,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,52,2086.242857,0.015385,0.020353,0,0,Feb,2,2,7,1,Returning_Visitor,FALSE,FALSE
2,51.666667,0,0,35,1977.05,0.005263,0.014912,38.203579,0,May,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,23,0,0.066667,0,0,Nov,2,2,4,3,Returning_Visitor,FALSE,FALSE
4,49.3,0,0,12,524.969231,0,0.0125,0,0,Sep,2,2,5,2,New_Visitor,FALSE,FALSE
0,0,0,0,3,135,0,0.066667,0,0,Feb,2,4,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0.4,May,1,1,7,6,Returning_Visitor,FALSE,FALSE
2,196.6,0,0,31,1514.3,0.036364,0.066667,0,0,Aug,1,8,7,1,Returning_Visitor,TRUE,FALSE
1,6,0,0,53,2241.5,0.003846,0.026923,0,0.4,May,2,4,9,20,Returning_Visitor,FALSE,FALSE
0,0,0,0,41,3272,0.045238,0.078571,0,0.8,May,2,6,1,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,17,341.666667,0.011765,0.041176,0,0,Mar,2,6,9,6,Returning_Visitor,FALSE,FALSE
3,37.2,1,0,3,14,0,0.033333,0,0,Sep,2,7,7,2,New_Visitor,TRUE,FALSE
8,535.75,2,12,22,2178.672222,0.013827,0.032021,15.004762,0,May,1,2,2,13,Returning_Visitor,FALSE,FALSE
2,77.5,0,0,19,598.783333,0,0.002632,0,0,Mar,3,2,2,9,New_Visitor,TRUE,FALSE
1,40.5,0,0,49,1587.25,0,0.011538,35.799695,0,Nov,2,2,3,13,Returning_Visitor,FALSE,TRUE
0,0,0,0,24,1483.333333,0.008333,0.026389,0,0.4,May,2,4,2,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,14,363.318182,0.014286,0.02381,0,0,Mar,1,1,1,3,Returning_Visitor,FALSE,FALSE
10,244.708333,0,0,213,8125.852288,0.002791,0.017632,0,0,Dec,4,1,1,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,4,90.8,0,0.025,0,0,Oct,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,1,35,33,782.083333,0,0.005882,23.033294,0,May,2,4,9,2,New_Visitor,FALSE,TRUE
1,175.48,0,0,98,12449.9,0.002292,0.031103,0,0,June,2,2,1,5,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,95.5,0,0.013333,0,0,May,2,4,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,34,1014.833333,0.011765,0.048529,0,0.4,May,2,2,2,13,Returning_Visitor,FALSE,FALSE
0,0,0,0,21,1077.25,0.019048,0.047619,0,0,Nov,3,2,1,10,Returning_Visitor,FALSE,FALSE
0,0,3,60.5,74,3105.365207,0.015789,0.022262,0,0,Nov,1,2,5,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,16,973.5,0.025,0.045833,0,0,May,2,2,1,1,Returning_Visitor,FALSE,FALSE
10,78.9,0,0,15,718.8,0,0.015789,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
1,38,0,0,12,121,0.028571,0.025,0,0,Mar,3,2,4,2,Returning_Visitor,FALSE,FALSE
6,254,0,0,48,1740.525631,0,0.004877,0,0,Nov,1,1,3,2,New_Visitor,FALSE,TRUE
0,0,0,0,4,135.5,0,0.05,0,0.6,Feb,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,Dec,2,2,8,3,Returning_Visitor,FALSE,FALSE
4,115.7,0,0,16,655.383333,0,0.012037,0,0,Nov,1,1,2,3,Returning_Visitor,FALSE,FALSE
4,71.3,0,0,66,4415.333333,0.00995,0.024531,0,0.4,May,2,2,6,11,Returning_Visitor,FALSE,FALSE
3,75.5,1,0,130,4737.087716,0.006061,0.011476,43.774241,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
3,23,0,0,30,465.416667,0,0.009375,50.664983,0,Mar,4,1,4,3,Returning_Visitor,FALSE,FALSE
8,318.801282,3,164,107,4447.110508,0.00117,0.013147,0,0,Nov,2,2,1,3,Returning_Visitor,FALSE,TRUE
9,509.833333,2,23,27,1438.854167,0.020952,0.043333,0,0,Dec,1,1,3,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,98.5,0.071429,0.1,0,0,Mar,1,1,6,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,45,2347.333333,0.004545,0.015909,0,0,Nov,2,4,1,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,6,1038,0.033333,0.066667,0,0,Dec,2,4,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,5,109.8,0.12,0.16,0,0,Aug,1,1,4,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,1,0,0.2,0.2,0,0,May,2,2,9,4,Returning_Visitor,FALSE,FALSE
2,11,0,0,36,474.306667,0,0.015714,47.659074,0,June,4,1,2,4,Returning_Visitor,FALSE,FALSE
3,49.5,0,0,68,2853.020833,0.008824,0.012827,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,221.5,0,0.028571,0,0,Mar,4,1,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,1666.5,0,0.033333,0,0,Nov,2,5,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,748.566667,0.016,0.041333,0,0,Mar,2,2,1,2,Returning_Visitor,FALSE,FALSE
1,6,1,7,25,591.892857,0,0.020833,165.620467,0,May,1,1,8,4,Returning_Visitor,TRUE,TRUE
13,340.591667,0,0,43,863.346825,0,0.006731,40.010284,0,Nov,2,2,4,1,Returning_Visitor,FALSE,TRUE
4,226,0,0,81,4836.486905,0.002381,0.010714,5.3123,0,Nov,2,2,1,2,Returning_Visitor,FALSE,TRUE
0,0,0,0,7,275.5,0,0.028571,0,0,Nov,3,2,2,1,Returning_Visitor,FALSE,FALSE
5,52.5,0,0,24,1365.5,0.002778,0.03,0,0,May,2,7,7,4,Returning_Visitor,TRUE,FALSE
5,224.75,0,0,10,235.416667,0.015385,0.030769,0,0,Dec,1,1,8,2,New_Visitor,FALSE,FALSE
4,75,0,0,16,252,0,0.004444,0,0,May,2,2,4,4,New_Visitor,TRUE,FALSE
3,49.5,0,0,68,2853.020833,0.008824,0.012827,0,0,Nov,1,1,1,3,Returning_Visitor,FALSE,FALSE
6,94.1,0,0,92,4212.141886,0.008333,0.021875,6.664928,0,Nov,1,1,1,2,Returning_Visitor,TRUE,TRUE
0,0,0,0,2,59,0,0.1,0,0,May,2,2,7,4,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,23,0,0.066667,0,0,Nov,2,2,4,3,Returning_Visitor,FALSE,FALSE
3,22.277778,1,0,6,36.902778,0,0.086667,0,0,Nov,2,2,2,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,20,528,0,0.0075,31.1904,0.6,May,2,2,1,4,New_Visitor,FALSE,TRUE
1,7,0,0,15,421.5,0,0.033333,0,0.6,May,3,2,1,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,3,10,0,0.066667,0,0,Mar,2,2,7,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,7,162.25,0.071429,0.090476,0,0,Dec,2,2,3,3,Returning_Visitor,FALSE,FALSE
1,15.2,0,0,81,4536.308139,0.032305,0.054759,0,0,Jul,3,2,1,1,Returning_Visitor,FALSE,FALSE
2,18,0,0,30,474.5,0,0.003226,0,0,Mar,1,1,3,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,8,402,0,0.038095,0,0,Mar,2,2,2,1,Returning_Visitor,FALSE,FALSE
0,0,0,0,32,791.916667,0.0125,0.025521,0,0,Nov,3,2,4,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,35,1579.333333,0.005714,0.02,0,0,Nov,2,2,1,1,New_Visitor,FALSE,FALSE
5,274.333333,0,0,13,717.6,0,0.001961,0,0,Mar,1,1,3,10,New_Visitor,FALSE,FALSE
1,7,4,103.75,99,3517.039683,0.00719,0.020422,0,0,Nov,2,2,1,8,Returning_Visitor,FALSE,TRUE
6,465.833333,2,71,26,1558,0.006667,0.013333,7.169617,0,Mar,2,2,1,1,Returning_Visitor,TRUE,FALSE
5,106,0,0,44,646.825,0.007407,0.028852,0,0,Dec,3,2,9,13,Returning_Visitor,FALSE,FALSE
2,1223,4,416,21,2755.67094,0.004545,0.027576,0,0,Mar,3,2,1,2,Returning_Visitor,TRUE,FALSE
2,45,0,0,26,535.34596,0.007407,0.010513,0,0,Mar,2,4,3,10,Returning_Visitor,FALSE,FALSE
10,78.9,0,0,15,718.8,0,0.015789,0,0,Nov,2,2,4,2,New_Visitor,FALSE,FALSE
1,0,0,0,3,321.5,0.05,0.1,0,0,Mar,3,2,2,1,Returning_Visitor,FALSE,FALSE
4,62.5,0,0,53,1840.369156,0.007407,0.023148,46.778318,0,Dec,1,1,2,2,Returning_Visitor,FALSE,TRUE
2,16,0,0,42,1743.517857,0,0.012805,0,0,Nov,2,2,1,2,Returning_Visitor,FALSE,FALSE
0,0,0,0,15,259.666667,0,0.026667,0,0,May,1,1,2,2,Returning_Visitor,TRUE,FALSE
20,199.456273,7,299.033333,686,23342.08205,0.009853,0.022771,0.15065,0,Aug,2,2,1,1,Returning_Visitor,FALSE,FALSE
2,65,0,0,13,1248,0,0.020513,0,0,May,1,2,8,6,Returning_Visitor,FALSE,FALSE
0,0,0,0,37,2152.588889,0.001081,0.017748,0,0,Dec,3,3,3,3,Returning_Visitor,FALSE,FALSE
0,0,0,0,12,748.25,0.016667,0.022222,0,0,Nov,1,2,1,2,Returning_Visitor,TRUE,FALSE
0,0,0,0,20,1413.768571,0.025,0.038472,0,0,June,1,2,3,1,Returning_Visitor,TRUE,FALSE
0,0,0,0,3,63,0,0.066667,0,0.8,May,1,1,9,1,Returning_Visitor,FALSE,FALSE
